Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position
Alex Caruso,OKC,30,20,17,3,19.9,5.5,2.2,5.7,37.7,0.9,3.3,26.2,0.4,0.5,77.8,0.6,2.3,2.9,2.5,0.8,1.9,0.6,2.0,19.4,0,0,5.2,Guard
Trevelin Queen,ORL,27,8,4,4,15.9,5.5,2.0,3.9,51.6,1.0,2.0,50.0,0.5,0.5,100.0,0.3,0.8,1.0,1.3,1.3,1.0,0.4,1.9,11.5,0,0,2.0,Guard
Ricky Council IV,PHI,23,22,6,16,12.5,5.5,1.7,4.2,40.2,0.4,1.6,25.7,1.7,2.0,84.1,0.6,1.5,2.0,0.7,0.4,0.3,0.2,0.8,10.3,1,0,-1.2,Guard
Jonathan Mogbo,TOR,23,32,7,25,17.5,5.4,2.1,4.6,45.6,0.2,0.8,29.2,1.0,1.4,71.7,1.9,2.7,4.6,1.8,0.9,0.8,0.5,1.9,16.6,0,0,-4.1,Forward
Pelle Larsson,MIA,23,18,8,10,16.1,5.4,1.9,3.9,49.3,0.6,1.8,34.4,0.9,1.4,64.0,0.6,1.3,1.8,1.4,0.6,0.6,0.0,2.3,10.8,0,0,1.2,Guard
Lindy Waters III,GSW,27,25,12,13,17.5,5.4,1.9,5.5,34.8,1.3,4.0,32.0,0.2,0.3,85.7,0.5,2.0,2.6,1.3,0.4,0.7,0.2,1.6,12.6,0,0,1.1,Forward
Lonzo Ball,CHI,27,14,7,7,18.2,5.4,1.7,5.1,33.3,1.4,4.3,31.7,0.6,0.7,80.0,0.4,2.7,3.1,3.6,1.1,1.2,0.5,1.4,18.6,0,0,3.0,Guard
Paul Reed,DET,25,18,6,12,11.8,5.3,2.1,3.6,56.9,0.3,0.8,33.3,0.9,1.2,81.0,0.8,1.7,2.5,1.1,0.6,1.3,0.7,1.8,15.4,0,0,2.1,Forward
Vince Williams Jr.,MEM,24,3,1,2,14.9,5.3,2.3,6.3,36.8,0.3,2.7,12.5,0.3,1.3,25.0,1.3,2.3,3.7,3.0,2.3,0.0,0.7,3.0,13.9,0,0,4.7,Guard
Neemias Queta,BOS,25,26,19,7,15.7,5.3,2.2,3.5,63.7,0.0,0.1,0.0,0.8,1.2,73.3,1.7,2.9,4.5,0.7,0.7,0.3,0.9,2.0,14.6,0,0,3.5,Center
Kobe Bufkin,ATL,21,10,6,4,12.4,5.3,1.8,4.7,38.3,0.4,1.9,21.1,1.3,1.8,72.2,0.5,1.6,2.1,1.7,0.8,0.3,0.2,0.9,11.1,0,0,-2.3,Guard
Monté Morris,PHX,29,26,12,14,13.3,5.2,1.8,4.5,40.5,0.6,2.1,29.6,1.0,1.2,83.9,0.3,1.3,1.5,1.8,0.5,0.5,0.1,0.5,11.2,0,0,2.2,Guard
Seth Curry,CHA,34,29,7,22,13.5,5.1,1.9,4.1,45.8,0.9,2.1,41.9,0.4,0.5,85.7,0.4,1.0,1.4,0.4,0.3,0.4,0.2,1.0,9.0,0,0,-1.6,Guard
Matas Buzelis,CHI,20,31,15,16,13.1,5.1,1.8,4.9,36.4,0.8,2.4,33.3,0.7,0.9,78.6,0.5,2.1,2.6,0.5,0.6,0.3,0.8,1.4,11.6,0,0,0.5,Forward
Alondes Williams,DET,25,1,0,1,3.7,5.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,0,0,6.0,Guard
Cam Christie,LAC,19,1,0,1,17.8,5.0,2.0,7.0,28.6,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,13.6,0,0,8.0,Guard
Eric Gordon,PHI,36,19,6,13,16.6,5.0,1.7,4.7,36.0,0.7,2.7,27.5,0.9,1.2,77.3,0.2,0.8,0.9,1.3,0.7,0.7,0.3,0.7,10.1,0,0,-2.1,Guard
JT Thor,CLE,22,5,4,1,5.1,5.0,1.6,2.0,80.0,0.6,0.8,75.0,1.2,1.2,100.0,0.2,0.6,0.8,0.0,0.4,0.4,0.6,0.8,8.6,0,0,-1.8,Forward
Jamal Shead,TOR,22,28,7,21,15.5,5.0,2.0,4.8,42.1,0.7,2.0,33.9,0.3,0.4,75.0,0.2,1.0,1.2,3.3,1.4,0.5,0.1,1.9,12.1,1,0,-3.9,Guard
Jaylin Williams,OKC,22,4,4,0,12.4,5.0,1.8,3.8,46.7,1.5,3.3,46.2,0.0,0.0,0.0,0.8,1.5,2.3,2.5,0.5,0.3,0.3,1.5,12.5,0,0,2.0,Forward
Kyle Anderson,GSW,31,26,14,12,14.5,5.0,2.0,4.7,41.5,0.6,1.6,35.7,0.5,0.8,65.0,0.6,2.4,3.0,2.2,0.5,0.8,0.5,1.1,15.1,0,0,-0.9,Forward-Guard
Precious Achiuwa,NYK,25,12,10,2,19.5,5.0,2.0,4.3,47.1,0.3,0.9,36.4,0.7,1.3,53.3,2.2,4.6,6.8,1.3,1.1,0.7,0.8,1.4,18.4,1,0,1.8,Forward
Charles Bassey,SAS,24,21,12,9,10.6,4.9,2.1,3.6,57.9,0.0,0.0,0.0,0.7,1.2,60.0,1.6,2.7,4.3,0.4,0.7,0.3,1.0,1.4,14.1,2,0,-1.8,Center-Forward
Marvin Bagley III,WAS,25,19,3,16,8.8,4.9,2.0,3.7,53.5,0.1,0.5,20.0,0.8,1.2,65.2,1.4,1.5,2.9,0.4,0.6,0.4,0.3,0.6,10.3,0,0,-1.4,Forward
Tidjane Salaün,CHA,19,28,5,23,19.2,4.9,1.6,5.2,31.5,1.0,3.3,30.1,0.6,0.9,70.8,1.0,3.3,4.3,1.1,0.8,0.6,0.2,1.4,13.3,1,0,-4.3,Forward
Kevon Looney,GSW,28,28,14,14,15.8,4.9,2.1,4.0,52.7,0.0,0.0,0.0,0.6,1.5,43.9,3.1,3.8,6.9,1.7,0.6,0.7,0.2,2.3,17.9,1,0,0.5,Forward
Pat Connaughton,MIL,31,16,5,11,16.8,4.8,1.7,4.4,38.0,0.9,2.8,31.1,0.6,0.8,75.0,0.5,2.4,2.9,1.6,0.7,0.2,0.3,1.3,11.5,0,0,-0.4,Guard
Drew Eubanks,UTA,27,24,6,18,13.3,4.8,2.0,3.2,61.8,0.1,0.2,50.0,0.8,1.3,61.3,1.1,2.8,3.8,1.1,0.8,0.2,0.6,1.3,12.8,0,0,-1.9,Forward-Center
Max Strus,CLE,28,4,4,0,20.9,4.8,1.8,5.8,30.4,1.3,4.8,26.3,0.0,0.0,0.0,0.8,3.0,3.8,1.5,1.0,0.5,0.0,2.3,12.0,0,0,2.3,Guard-Forward
Ryan Rollins,MIL,22,16,6,10,11.7,4.8,1.8,3.8,45.9,0.8,1.8,46.4,0.4,0.6,77.8,0.3,1.6,1.9,1.1,1.0,1.1,0.5,1.2,12.4,0,0,1.9,Guard
David Roddy,ATL,23,17,7,10,13.2,4.7,1.7,3.1,54.7,0.6,1.6,39.3,0.6,0.8,84.6,0.3,2.2,2.5,1.1,0.9,0.4,0.2,0.6,10.3,0,0,-3.7,Forward
Keaton Wallace,ATL,25,16,7,9,15.5,4.7,1.8,4.4,40.8,0.8,2.3,35.1,0.3,0.3,100.0,0.1,1.3,1.4,1.9,1.1,0.8,0.4,0.9,11.7,0,0,-3.0,Guard
Taylor Hendricks,UTA,21,3,0,3,24.8,4.7,1.3,6.0,22.2,1.0,4.0,25.0,1.0,1.3,75.0,1.7,3.3,5.0,0.7,0.7,1.7,1.3,2.7,20.0,0,0,-7.3,Forward
Gary Payton II,GSW,32,28,15,13,13.1,4.6,2.1,3.8,54.7,0.2,1.1,15.6,0.3,0.5,60.0,1.2,1.6,2.8,1.2,0.5,0.7,0.4,1.4,12.5,0,0,0.3,Guard
Julian Phillips,CHI,21,32,15,17,13.9,4.6,1.6,3.9,41.9,0.8,2.3,32.0,0.6,0.9,66.7,0.8,1.2,2.1,0.5,0.4,0.6,0.3,1.5,9.8,0,0,-1.8,Forward
Thomas Bryant,IND,27,17,10,7,11.7,4.6,1.6,3.2,49.1,0.6,1.8,36.7,0.8,0.8,100.0,0.8,2.5,3.3,0.4,0.2,0.3,0.7,0.9,11.9,0,0,0.6,Center-Forward
A.J. Lawson,TOR,24,2,0,2,4.8,4.5,1.5,2.0,75.0,1.0,1.0,100.0,0.5,1.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7,0,0,0.5,Guard
Dariq Whitehead,BKN,20,4,1,3,6.9,4.5,1.5,2.8,54.5,1.5,2.5,60.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.8,0.8,0.3,0.3,8.0,0,0,-0.5,Guard-Forward
Luke Kornet,BOS,29,26,17,9,16.9,4.5,1.7,2.8,60.3,0.0,0.0,0.0,1.1,1.5,74.4,2.2,2.9,5.1,1.5,0.4,0.5,1.1,1.1,17.0,0,0,4.7,Center-Forward
Wendell Moore Jr.,DET,23,13,3,10,14.0,4.5,1.6,3.2,51.2,0.2,0.8,27.3,1.0,1.1,92.9,0.8,2.4,3.2,1.4,0.6,0.6,0.2,1.0,12.3,0,0,0.5,Guard
Antonio Reeves,NOP,22,16,1,15,9.3,4.4,1.8,4.4,40.0,0.6,2.1,26.5,0.4,0.4,85.7,0.4,0.8,1.1,0.6,0.3,0.3,0.0,0.4,7.4,0,0,-2.0,Guard
Kyle Lowry,PHI,38,22,10,12,20.3,4.4,1.3,3.6,36.3,1.0,2.7,35.0,0.8,1.0,78.3,0.3,1.6,1.9,2.9,0.6,1.0,0.4,1.9,14.3,0,0,-3.3,Guard
Sandro Mamukelashvili,SAS,25,20,9,11,9.2,4.4,1.5,2.8,53.6,0.9,2.0,43.6,0.6,0.8,73.3,0.6,2.2,2.8,0.4,0.5,0.2,0.3,0.6,9.0,0,0,-0.4,Forward-Center
Jamal Cain,NOP,25,16,2,14,14.0,4.3,1.6,3.4,45.5,0.6,1.8,32.1,0.6,1.0,62.5,0.9,1.9,2.8,0.6,0.4,0.5,0.4,1.3,11.0,0,0,-5.3,Forward
Gabe Vincent,LAL,28,31,18,13,18.9,4.3,1.6,4.3,37.3,0.9,2.8,33.0,0.1,0.3,50.0,0.3,1.0,1.3,0.9,0.6,0.8,0.2,1.9,9.5,0,0,-1.0,Guard
Dalen Terry,CHI,22,30,12,18,13.7,4.1,1.5,3.1,47.3,0.4,1.2,34.3,0.8,1.1,70.6,0.6,0.9,1.5,1.0,0.9,0.5,0.3,1.5,9.1,0,0,-3.8,Forward
KJ Simpson,CHA,22,10,1,9,13.4,4.1,1.4,4.7,29.8,0.3,2.4,12.5,1.0,1.3,76.9,0.9,0.8,1.7,1.9,1.0,0.7,0.2,1.3,10.7,0,0,-6.0,Guard
Gary Harris,ORL,30,19,12,7,16.4,4.1,1.4,3.5,40.3,1.0,2.7,36.5,0.2,0.4,50.0,0.5,0.7,1.2,0.5,0.4,0.5,0.3,0.7,8.2,0,0,1.8,Guard
Mason Plumlee,PHX,34,30,15,15,17.2,4.0,1.5,2.6,55.7,0.0,0.0,0.0,1.1,1.8,60.0,1.6,4.5,6.1,1.8,0.9,0.3,0.7,2.0,16.3,1,0,0.6,Forward-Center
Cam Spencer,MEM,24,7,6,1,11.6,4.0,1.1,2.7,42.1,0.6,1.3,44.4,1.1,1.1,100.0,0.4,1.3,1.7,1.6,0.6,0.1,0.1,1.0,8.7,0,0,1.9,Guard
Josh Richardson,MIA,31,8,4,4,18.7,4.0,1.4,4.8,28.9,0.8,2.8,27.3,0.5,0.5,100.0,0.8,0.8,1.5,1.5,1.0,1.0,0.1,2.1,10.4,0,0,-3.9,Guard
Micah Potter,UTA,26,9,3,6,18.1,4.0,1.4,3.3,43.3,1.1,2.8,40.0,0.0,0.0,0.0,1.6,3.6,5.1,1.3,0.7,0.2,0.4,1.0,13.5,0,0,5.3,Center
Reggie Jackson,PHI,34,14,4,10,11.5,4.0,1.5,3.7,40.4,1.0,2.4,42.4,0.0,0.0,0.0,0.2,1.0,1.2,1.8,0.5,0.5,0.2,0.8,9.8,0,0,0.1,Guard
Kris Murray,POR,24,25,9,16,12.2,4.0,1.6,3.5,46.0,0.4,1.4,31.4,0.3,0.8,40.0,1.0,1.1,2.1,0.7,0.6,0.4,0.1,1.0,8.5,0,0,-2.5,Forward
Blake Wesley,SAS,21,22,11,11,11.4,4.0,1.5,3.4,45.3,0.2,0.9,20.0,0.7,1.0,71.4,0.3,0.6,0.9,1.9,1.0,0.4,0.1,0.6,8.4,0,0,0.5,Guard
Aaron Holiday,HOU,28,21,13,8,9.3,3.9,1.3,2.8,45.8,0.8,1.9,42.5,0.5,0.6,84.6,0.0,0.9,0.9,1.2,0.3,0.2,0.1,0.7,7.4,0,0,1.4,Guard
Luka Garza,MIN,26,9,7,2,5.2,3.9,1.6,2.8,56.0,0.2,0.9,25.0,0.6,0.9,62.5,0.4,0.8,1.2,0.1,0.3,0.1,0.0,0.4,5.5,0,0,0.3,Center
Oso Ighodaro,PHX,22,25,10,15,15.8,3.9,1.7,2.8,61.4,0.0,0.0,0.0,0.4,0.8,57.9,1.0,2.8,3.8,0.9,0.5,0.5,0.3,1.6,11.5,0,0,0.8,Forward
Daniel Theis,NOP,32,23,3,20,14.5,3.9,1.4,3.2,45.2,0.2,1.0,22.7,0.8,0.9,90.0,0.9,2.8,3.7,1.5,0.7,0.4,0.6,1.8,12.8,1,0,-3.8,Forward-Center
Doug McDermott,SAC,32,22,10,12,9.1,3.9,1.3,3.1,42.0,1.1,2.7,40.7,0.1,0.2,60.0,0.1,0.6,0.7,0.1,0.1,0.1,0.0,0.9,5.4,0,0,1.3,Forward
Isaac Jones,SAC,24,20,9,11,8.6,3.8,1.6,2.4,66.7,0.1,0.2,25.0,0.6,1.0,55.0,0.5,1.1,1.6,0.2,0.6,0.1,0.4,1.1,6.9,0,0,-2.5,Forward
Jett Howard,ORL,21,31,18,13,10.2,3.8,1.4,3.8,35.9,0.9,2.8,31.0,0.2,0.2,85.7,0.4,0.8,1.1,0.5,0.4,0.2,0.2,0.9,6.5,0,0,-1.0,Guard
Cam Reddish,LAL,25,24,12,12,19.5,3.8,1.4,2.9,47.1,0.5,1.5,30.6,0.5,0.9,61.9,0.5,1.5,2.0,0.8,0.5,1.2,0.4,1.6,11.6,0,0,-1.5,Forward-Guard
Landry Shamet,NYK,27,4,4,0,7.3,3.8,1.5,2.5,60.0,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.8,0.0,0.3,7.4,0,0,4.8,Guard
Mo Bamba,LAC,26,17,13,4,12.5,3.7,1.4,3.5,40.7,0.4,1.6,22.2,0.5,0.8,69.2,0.8,2.9,3.7,0.6,0.6,0.5,1.1,1.9,13.3,0,0,-2.3,Center
Rob Dillingham,MIN,19,15,7,8,8.5,3.7,1.5,3.4,45.1,0.6,1.4,42.9,0.0,0.0,0.0,0.1,0.7,0.7,1.7,1.1,0.1,0.0,0.3,6.4,0,0,-2.2,Guard
Nicolas Batum,LAC,36,32,19,13,18.5,3.7,1.2,3.0,39.2,1.0,2.5,39.2,0.3,0.4,76.9,0.7,2.2,2.8,1.6,0.6,0.6,0.4,1.4,11.9,0,0,2.7,Guard-Forward
Bruno Fernando,TOR,26,16,2,14,8.9,3.6,1.6,3.0,54.2,0.0,0.0,0.0,0.4,0.5,75.0,1.3,1.8,3.1,1.1,0.9,0.3,0.6,1.6,10.6,0,0,-1.2,Forward-Center
Andre Jackson Jr.,MIL,23,29,16,13,18.5,3.6,1.4,3.6,38.8,0.6,1.8,35.3,0.2,0.4,53.8,0.9,2.2,3.2,1.5,1.2,0.7,0.2,2.3,11.2,0,0,1.9,Guard
Kel'el Ware,MIA,20,15,8,7,9.1,3.6,1.6,3.0,53.3,0.2,0.7,27.3,0.2,0.3,60.0,0.5,2.1,2.5,0.3,0.5,0.4,0.6,0.9,9.6,0,0,1.7,Center
Tre Jones,SAS,24,14,8,6,16.6,3.6,1.2,3.0,40.5,0.2,1.0,21.4,0.9,1.2,76.5,0.4,1.6,2.0,3.9,0.6,0.7,0.3,1.3,14.2,0,0,2.6,Guard
Patty Mills,UTA,36,9,2,7,15.3,3.6,1.2,3.4,35.5,0.8,2.7,29.2,0.3,0.3,100.0,0.1,0.8,0.9,1.4,0.9,0.7,0.2,0.9,8.6,0,0,1.3,Guard
Jae'Sean Tate,HOU,29,15,12,3,8.3,3.5,1.3,2.5,54.1,0.1,0.5,14.3,0.8,1.1,70.6,0.5,1.7,2.2,0.7,0.5,0.6,0.0,1.5,8.4,0,0,4.7,Forward
Jevon Carter,CHI,29,15,5,10,6.9,3.5,1.3,2.9,43.2,0.8,2.0,40.0,0.2,0.3,75.0,0.1,0.8,0.9,0.9,0.4,0.3,0.0,0.3,6.6,0,0,1.6,Guard
Cody Williams,UTA,20,19,4,15,19.2,3.5,1.3,4.1,31.2,0.5,2.2,23.8,0.5,0.7,64.3,0.5,1.8,2.3,1.2,0.8,0.4,0.3,1.6,9.3,0,0,-7.5,Forward
Jabari Walker,POR,22,23,5,18,10.6,3.5,1.4,3.2,43.8,0.2,0.9,19.0,0.5,0.7,80.0,0.9,2.2,3.1,0.6,0.6,0.3,0.1,1.2,8.9,0,0,-0.3,Forward
Reed Sheppard,HOU,20,29,20,9,11.9,3.4,1.3,4.1,32.2,0.7,2.3,27.9,0.2,0.2,83.3,0.3,1.0,1.3,1.2,0.6,0.5,0.3,1.0,8.8,0,0,-0.7,Guard
Moussa Diabate,CHA,22,30,6,24,17.9,3.4,1.5,2.5,60.5,0.0,0.0,0.0,0.4,0.8,44.0,3.1,3.8,6.8,0.6,0.9,0.6,0.7,1.7,15.8,2,0,1.5,Forward
Dario Šarić,DEN,30,10,4,6,13.6,3.4,1.2,4.0,30.0,0.5,1.9,26.3,0.5,0.6,83.3,0.9,2.6,3.5,1.1,1.1,0.6,0.0,1.4,10.0,1,0,-4.3,Forward-Center
Jae Crowder,SAC,34,6,2,4,14.8,3.3,1.0,2.8,35.3,0.5,2.0,25.0,0.8,1.0,83.3,1.0,1.8,2.8,0.7,0.7,0.5,0.0,1.7,8.6,0,0,-1.2,Forward
Rayan Rupert,POR,20,24,8,16,10.0,3.3,1.2,2.8,43.3,0.4,1.3,30.0,0.5,0.7,75.0,0.7,0.8,1.5,0.5,0.5,0.3,0.1,0.8,6.3,0,0,-1.8,Guard-Forward
Bol Bol,PHX,25,7,0,7,5.3,3.3,1.3,2.1,60.0,0.1,0.7,20.0,0.6,0.9,66.7,0.6,1.0,1.6,0.1,0.4,0.0,0.0,0.1,5.0,0,0,1.3,Center-Forward
Isaiah Collier,UTA,20,23,5,18,17.5,3.3,1.3,4.0,32.3,0.3,1.6,16.7,0.4,0.9,45.0,0.2,2.0,2.2,3.4,2.4,0.7,0.2,1.7,11.4,0,0,-3.1,Guard
Moses Brown,IND,25,9,3,6,5.1,3.2,1.4,2.2,65.0,0.0,0.0,0.0,0.3,0.6,60.0,0.4,1.0,1.4,0.0,0.7,0.2,0.1,0.7,5.3,0,0,-1.2,Center
Johnny Davis,WAS,22,21,2,19,8.9,3.2,1.3,2.9,45.0,0.3,1.0,30.0,0.3,0.5,63.6,0.3,1.2,1.5,0.4,0.2,0.6,0.3,0.8,8.0,0,0,-0.7,Guard
Nick Smith Jr.,CHA,20,14,2,12,8.9,3.1,1.2,3.5,34.7,0.6,1.9,33.3,0.1,0.1,50.0,0.1,0.7,0.8,0.7,0.2,0.3,0.1,0.6,6.0,0,0,-2.8,Guard
Jock Landale,HOU,29,18,13,5,9.7,3.1,1.2,2.8,42.0,0.2,0.4,42.9,0.6,1.1,52.6,1.2,1.5,2.7,0.8,0.6,0.2,0.4,0.8,8.5,0,0,-1.6,Center
Collin Gillespie,PHX,25,1,1,0,3.4,3.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,Guard
David Duke Jr.,SAS,25,1,0,1,8.2,3.0,1.0,4.0,25.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0,0,0.0,Guard
Josh Minott,MIN,22,18,10,8,7.4,3.0,1.2,2.3,53.7,0.3,1.0,27.8,0.3,0.4,71.4,0.3,1.2,1.4,0.6,0.3,0.5,0.3,0.9,7.7,0,0,1.2,Forward
Oscar Tshiebwe,UTA,25,1,0,1,15.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,3.0,18.8,0,0,-6.0,Forward-Center
Pete Nance,PHI,24,1,1,0,2.9,3.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.2,0,0,-2.0,Forward
Quincy Olivari,LAL,23,1,1,0,8.2,3.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,-13.0,Guard
Richaun Holmes,WAS,31,4,0,4,5.9,3.0,1.3,2.8,45.5,0.0,0.3,0.0,0.5,0.5,100.0,0.8,1.0,1.8,0.0,0.5,0.0,0.5,0.3,6.1,0,0,-1.3,Forward
Taze Moore,POR,26,2,0,2,9.9,3.0,1.0,5.0,20.0,0.5,2.0,25.0,0.5,1.0,50.0,2.0,2.0,4.0,0.5,1.0,1.0,0.0,0.0,10.6,0,0,-3.5,Guard
Vít Krejčí,ATL,24,19,10,9,14.0,3.0,1.1,3.2,33.3,0.4,1.9,22.2,0.5,0.7,69.2,0.5,1.4,1.9,1.9,0.8,0.6,0.3,1.6,10.0,0,0,-0.4,Guard
DeAndre Jordan,DEN,36,19,12,7,10.5,2.9,1.4,2.2,63.4,0.0,0.0,0.0,0.2,0.7,30.8,0.9,2.9,3.8,0.8,0.7,0.3,0.5,1.2,10.3,0,0,-2.1,Center
Ousmane Dieng,OKC,21,19,15,4,10.6,2.9,1.1,3.4,31.3,0.5,2.0,23.7,0.4,0.6,63.6,0.5,2.0,2.5,0.7,0.3,0.6,0.2,1.0,9.3,0,0,1.3,Forward
Johnny Furphy,IND,20,20,8,12,10.3,2.9,1.0,2.7,37.0,0.6,1.6,34.4,0.4,0.4,100.0,0.7,0.8,1.5,0.5,0.5,0.4,0.3,1.0,7.0,0,0,-1.0,Guard
Kobe Brown,LAC,24,7,3,4,6.7,2.9,1.3,2.9,45.0,0.1,0.9,16.7,0.1,0.3,50.0,0.7,1.6,2.3,0.6,0.0,0.1,0.0,0.7,6.9,0,0,-1.3,Forward
Damion Lee,PHX,32,6,1,5,7.5,2.8,0.8,3.3,25.0,0.2,1.8,9.1,1.0,1.0,100.0,0.0,0.8,0.8,0.8,0.5,0.3,0.0,0.3,5.6,0,0,1.2,Guard-Forward
John Konchar,MEM,28,18,13,5,13.2,2.8,1.0,2.3,43.9,0.7,1.8,36.4,0.2,0.2,75.0,0.9,2.6,3.5,1.1,0.5,0.7,0.5,0.8,11.7,0,0,-0.2,Guard
Hunter Tyson,DEN,24,21,12,9,9.5,2.8,0.9,2.1,43.2,0.4,1.2,32.0,0.6,0.7,86.7,0.4,1.4,1.9,0.5,0.4,0.2,0.1,1.1,6.4,0,0,-1.3,Forward
Drew Peterson,BOS,25,9,7,2,10.2,2.8,0.8,1.9,41.2,0.6,1.6,35.7,0.7,0.8,85.7,0.6,1.4,2.0,0.6,0.4,0.2,0.2,1.1,6.9,0,0,1.1,Forward
